film,country,lat,long
"Aspel & Company"  {(#8.6)}, UK,52.3555177,-1.1743197
"Amazon" , Brazil,-3.4168427,-65.8560646
"Amo y señor"  {(#1.110)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.93)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.97)}, Argentina,-34.6036844,-58.3815591
"Aspel & Company"  {(#4.4)}, UK,52.3555177,-1.1743197
"A Woman of Substance"  {(#1.3)}, UK,51.5069446,-0.1415776
"Airwolf"  {Severance Pay (#2.20)}, USA,34.1649087,-118.3788372
"Airwolf"  {And a Child Shall Lead (#3.3)}, USA,34.107,-118.757
"Almost Live!" , USA,47.6062095,-122.3320708
"Amo y señor"  {(#1.94)}, Argentina,-34.6036844,-58.3815591
"Alguien como usted"  {(#1.7)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.36)}, Argentina,-34.6036844,-58.3815591
"Alguien como usted"  {(#1.4)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.82)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.108)}, Argentina,-34.6036844,-58.3815591
"Aspel & Company"  {(#7.6)}, UK,52.3555177,-1.1743197
"Amo y señor"  {(#1.115)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.142)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.24)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.43)}, Argentina,-34.6036844,-58.3815591
"Airwolf"  {Inn at the End of the Road (#2.14)}, USA,34.13811680000001,-118.3533783
"Amo y señor"  {(#1.152)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.54)}, Argentina,-34.6036844,-58.3815591
"A Woman of Substance" , UK,54.4035271,-1.7372786
"Amo y señor"  {(#1.13)}, Argentina,-34.6036844,-58.3815591
"Alguien como usted"  {(#1.15)}, Argentina,-34.6036844,-58.3815591
"Aspel & Company"  {(#6.8)}, UK,52.3555177,-1.1743197
"Aspel & Company"  {(#7.5)}, UK,52.3555177,-1.1743197
"Amo y señor"  {(#1.83)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.78)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.26)}, Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.59)}, Argentina,-34.6036844,-58.3815591
"Andrea justicia de mujer" , Chile,-29.9026691,-71.2519374
"Alguien como usted"  {(#1.8)}, Argentina,-34.6036844,-58.3815591
"Airwolf"  {Prisoner of Yesterday (#2.16)}, USA,34.13811680000001,-118.3533783
"Alguien como usted" , Argentina,-34.6036844,-58.3815591
"Amo y señor"  {(#1.155)}, Argentina,-34.6036844,-58.3815591
"A Woman of Substance" , UK,54.4040635,-1.7393023
"Amo y señor"  {(#1.89)}, Argentina,-34.6036844,-58.3815591
