film,country,lat,long
"Barney & Friends"  {The Queen of Make-Believe (#1.1)}, USA,33.1031744,-96.67055030000002
"Bob"  {P.C. or Not P.C. (#1.6)}, USA,34.0837186,-118.3209528
"BBC Weekend News"  {21/03/2015 7:15pm}, UK,51.4559357,-0.3415158
"A Touch of Frost"  {Penny for the Guy (#5.1)}, UK,53.9915028,-1.5412015
"A Touch of Frost"  {Line of Fire: Part 2 (#7.2)}, UK,53.7098553,-1.2709415
"Animal Adventures"  {Phinda: Land of Adventure (#4.14)}, USA,28.0379618,-82.4211522
"Animal Adventures"  {The Wilds (#4.5)}, USA,28.0379618,-82.4211522
"Burari tochû gesha no tabi"  {(2014-08-02)}, Japan,35.3092903,139.542248
"999"  {(#13.9)},UK,55.378051,-3.435973
"California Dreams"  {Mop n' Pop (#5.4)}, USA,34.1546294,-118.334035
"999"  {(#2.2)},UK,55.378051,-3.435973
"BBC Weekend News"  {04/04/2015 6:40pm}, UK,51.55572979999999,-0.1083118
"999"  {(#13.11)},UK,55.378051,-3.435973
"A Life"  {Sidney Nolan (#1.10)}, Australia,-37.8136276,144.9630576
"A Life"  {Sidney Nolan (#1.10)}, Australia,-33.8688197,151.2092955
"Animal Adventures"  {Phinda: Born Again Africa (#4.10)}, USA,28.0379618,-82.4211522
"Absolutely Fabulous"  {Paralox (#4.1)}, UK,51.5032252,-0.2036668
"Animal Adventures"  {Miami Serpentarium (#3.19)}, USA,28.0379618,-82.4211522
"999"  {(#10.1)},UK,55.378051,-3.435973
"American Justice"  {Eliminating the Competition}, USA,35.5174913,-86.5804473
"As Noivas de Copacabana" , Brazil,-22.9697777,-43.1868592
"Animal Adventures"  {Fair Fun (#4.3)}, USA,39.9977041,-82.9908935
"California Dreams"  {Harley and the Marlboro Man (#3.12)}, USA,34.1546294,-118.334035
"Bob"  {I'm Getting Remarried in the Morning (#1.20)}, USA,34.0837186,-118.3209528
"A Touch of Frost"  {If Dogs Run Free: Part 1 (#15.1)}, UK,53.8361542,-1.5951888
"999"  {(#3.7)},UK,55.378051,-3.435973
"Bob"  {Mad Dog on 34th Street (#1.9)}, USA,34.0837186,-118.3209528
"C'est mon histoire"  {Vingt ans plus tard}, Poland,51.788767,19.4826874
"As Time Goes By" , UK,51.6682,-0.336771
"Burari tochû gesha no tabi"  {Hibiyasen}, Japan,35.687704,139.770972
"Animal Adventures"  {The Wilds (#4.5)}, USA,39.82948,-81.733024
"999"  {(#1.2)},UK,55.378051,-3.435973
"American Justice"  {The Jonesboro Schoolyard Ambush (#7.4)}, USA,35.84229670000001,-90.704279
"1992 Presidential Debates"  {(#1.1)}, USA,37.5807848,-77.5388335
"Animal Adventures"  {Hoof'n It (#6.3)}, USA,61.635101,-149.1282421
"California Dreams"  {Graduation Day (#5.12)}, USA,34.1546294,-118.334035
"BET's Comicview"  {Kevin Hart/Ronnie Jordan/Leon Rogers (#18.26)}, USA,34.1027414,-118.3272224
"Animal Adventures"  {Glacier Bay Adventure (#8.14)}, USA,28.0379618,-82.4211522
"Animal Adventures"  {Wings 'n' Wolves (#6.12)}, USA,38.6349919,-90.2906227
"Burari tochû gesha no tabi"  {(2014-07-19)}, Japan,35.57899380000001,139.705258
"999"  {(#6.9)},UK,55.378051,-3.435973
"A Touch of Frost"  {Conclusions (#1.3)}, UK,53.72346599999999,-1.345968
"Absolutely Fabulous"  {Exploitin' (#5.7)}, UK,51.5352875,-0.1534303
"California Dreams"  {Diss-Honored (#5.5)}, USA,34.1546294,-118.334035
"BBC Weekend News"  {04/04/2015 6:40pm}, Saudi Arabia,24.7135517,46.6752957
"999"  {(#13.12)},UK,55.378051,-3.435973
"BET's Comicview"  {Kevin Hart/Queen Aishah/James Hannah (#18.24)}, USA,34.1027414,-118.3272224
"Animal Adventures"  {Hoof'n It (#6.3)}, USA,28.0379618,-82.4211522
"BBC Weekend News"  {21/03/2015 12pm}, UK,51.4559357,-0.3415158
"California Dreams"  {Romancing the Tube (#1.10)}, USA,34.1546294,-118.334035
"999"  {(#10.8)},UK,55.378051,-3.435973
"Absolutely Fabulous"  {France (#1.3)}, France,43.832978,5.206745000000001
"California Dreams"  {Heal the Bay (#4.11)}, USA,34.1546294,-118.334035
"At Home on the Range the Cooking Show for the Deranged" , USA,34.0522342,-118.2436849
"Bob"  {Terminate Her (#1.5)}, USA,34.0837186,-118.3209528
"Animal Adventures"  {Okavango Delta (#4.25)}, USA,28.0379618,-82.4211522
"A la cachi cachi porra" ,Mexico,23.634501,-102.552784
"California Dreams"  {Reel Teens (#5.6)}, USA,34.1546294,-118.334035
"2000 Malibu Road" , USA,34.0259216,-118.7797571
"Arende II: MoordenaarsKaroo" , South Africa,-28.7282384,24.7499112
"Anglo Saxon Attitudes" ,France,46.227638,2.213749
"CBS This Morning"  {(#3.300)}, USA,32.1335533,-110.9490576
"999"  {(#4.4)},UK,55.378051,-3.435973
"999"  {(#11.3)},UK,55.378051,-3.435973
"999"  {(#6.8)},UK,55.378051,-3.435973
