film,country,lat,long
Earl Carroll Vanities , USA,34.1441795,-118.3906594
Una gitana en México ,Mexico,23.634501,-102.552784
La route du bagne , France,43.6735273,7.218183
Lawless Empire , USA,34.275888,-118.609011
Escape in the Desert , USA,34.1519315,-118.3365354
The Man in Half Moon Street , USA,34.0837186,-118.3209528
Too Young to Know , USA,34.1519315,-118.3365354
Marshal of Laredo , USA,34.275888,-118.609011
El secreto de la solterona ,Mexico,23.634501,-102.552784
"Choreotones" , USA,40.7127753,-74.0059728
The Corn Is Green , USA,34.1519315,-118.3365354
There'll Always Be an England , UK,51.6297828,-0.577213
Vittnesbördet , Sweden,59.354812,17.9427217
The Lost Weekend , USA,34.0234928,-118.2813486
Batallón Gernika esperanza de libertad 2015) (2015), Spain,43.1825979,-2.2667322
Universal Newsreel XXI), Germany,51.2041968,6.6879511
Hans Majestät får vänta , Sweden,59.3268215,18.0717194
Teen Togs , USA,32.1656221,-82.9000751
Memories of Columbus ,Dominican Republic,18.735693,-70.162651
Dead of Night , UK,51.5383063,-0.5957954
She Went to the Races , USA,34.0160487,-118.4037798
Chicago , USA,41.8781136,-87.6297982
L'art retrouvé , France,48.8048649,2.1203554
Penthouse Rhythm , USA,34.13811680000001,-118.3533783
Junior Miss , USA,34.05179,-118.4125106
La pródiga , Argentina,-34.6036844,-58.3815591
Merida and Campeche , Mexico,20.9673702,-89.5925857
Our Vines Have Tender Grapes , USA,34.0160487,-118.4037798
Le père Serge , France,48.8701888,2.2999002
Lawless Empire , USA,34.3916641,-118.542586
The Lost Weekend , USA,34.0837186,-118.3209528
Mildred Pierce , USA,34.1484321,-118.3398905
Fallen Angel , USA,33.7879139,-117.8531007
China's Little Devils , USA,34.275888,-118.609011
Die letzte Chance , Switzerland,46.0449437,8.9332835
La ferme du pendu , France,46.371393,-0.7391407999999999
Objective Burma! , USA,34.1303078,-118.3144236
It Happened in Springfield , USA,34.1519315,-118.3365354
Aldo dice 26x1 , Italy,45.070312,7.686856499999999
Bambucos y corazones , Colombia,4.6080803,-74.0688894
29. august , Denmark,55.7275288,12.5670441
Roughly Speaking , USA,34.1519315,-118.3365354
A Bell for Adano , USA,34.05179,-118.4125106
Universal Newsreel VIII), Philippines,16.0059867,120.2397336
Des ruines vous parlent , France,45.9310789,1.032746
Monte Miracolo , Austria,47.5032104,9.737362899999999
The Frozen Ghost , USA,34.13811680000001,-118.3533783
Under Western Skies , USA,34.13811680000001,-118.3533783
Vittnesbördet , Sweden,55.9873059,12.7580008
Along Came Jones , USA,31.3403775,-110.9342532
Hasta que perdió Jalisco ,Mexico,23.634501,-102.552784
Befrielsen i Århus og København , Denmark,55.6180236,12.6507628
Rough Riders of Cheyenne , USA,34.275888,-118.609011
Perfect Strangers , UK,51.598427,-0.51257
Capullito de alhelí ,Mexico,23.634501,-102.552784
Objective Burma! , USA,34.1448279,-118.0508813
Enemy of the Law , USA,34.2667923,-118.6490853
'I Know Where I'm Going!' , UK,56.3547896,-5.859225599999999
Universal Newsreel IV), Belgium,50.0005062,5.7152802
Roma città aperta , Italy,41.8880858,12.5067703
Cornered , USA,34.0239976,-118.3923867
Spellbound , USA,40.7527262,-73.9772294
Pursuit to Algiers , USA,34.13811680000001,-118.3533783
Humanidad hasta donde nos vas a llevar 1949) (1991),Mexico,23.634501,-102.552784
Thunderhead - Son of Flicka , USA,45.5792303,-122.0723366
Son of Lassie , Canada,48.6609214,-123.4524264
Leave Her to Heaven , USA,34.6322364,-112.3988954
Le cinématographe Lumière , France,45.7576753,4.8351389
Duffy's Tavern , USA,34.0837186,-118.3209528
A Medal for Benny , USA,34.0837186,-118.3209528
Jonoja aina vain jonoja , Finland,60.16985569999999,24.9383791
La canción de Buenos Aires , Argentina,-34.6036844,-58.3815591
Tarzan and the Amazons , USA,34.071724,-117.956684
The Stilwell Road , Burma,27.2941392,95.7378808
The Bells of St. Mary's , USA,32.4435229,-111.4689273
The Jungle Captive , USA,34.13811680000001,-118.3533783
Masquerade in Mexico , USA,34.0837186,-118.3209528
An Angel Comes to Brooklyn , USA,34.1441795,-118.3906594
Bandits of the Badlands , USA,34.275888,-118.609011
Funeral Pyres of Nazidom , Germany,52.1205333,11.6276237
Befrielsen i Århus og København , Denmark,55.6760968,12.5683372
Unusual Occupations III), USA,39.9525839,-75.1652215
Within These Walls , USA,34.05179,-118.4125106
Lawless Empire , USA,34.3764405,-118.4302327
Rhythm of the Rhumba , USA,34.1519315,-118.3365354
Les enfants du paradis , France,43.7101728,7.261953200000001
Odnazhdy nochyu , Russia,48.708048,44.5133035
Der Mann im Sattel , Germany,52.4267667,13.3929044
Universal Newsreel XII), Burma,25.3946143,97.38407289999999
Seeing El Salvador , El Salvador,13.8136576,-89.6326382
Seeing El Salvador , El Salvador,13.6929403,-89.2181911
Universal Newsreel XVII), Philippines,14.6096767,120.9896407
Utah , USA,34.275888,-118.609011
Son of Lassie , Canada,51.4968464,-115.9280562
Pink String and Sealing Wax , UK,51.50851,-0.3068
Die letzte Chance , Switzerland,46.16265,8.74286
Fallen Angel , USA,33.7935164,-117.8485415
The Bells of St. Mary's , USA,31.877861,-111.195097
'I Know Where I'm Going!' , UK,56.4006214,-5.480748
Waterloo Road , UK,51.5073509,-0.1277583
Universal Newsreel XVII), USA,38.88833,-77.005
Diary of a Sergeant , USA,42.3355488,-71.16849450000001
