film,country,lat,long
"77 Sunset Strip"  {The Dresden Doll (#3.15)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Lovely Lady Pity Me (#1.2)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Collector's Item (#2.15)}, USA,34.1484385,-118.3391958
"77 Sunset Strip"  {Strange Girl in Town (#1.34)}, USA,34.1484385,-118.3391958
"77 Sunset Strip"  {Blackout (#2.23)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Canine Caper (#1.32)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Affairs of Adam Gallante (#3.13)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Bouncing Chip (#1.5)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Hot Tamale Caper: Part I (#3.37)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Not an Enemy in the World (#1.14)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {A Check Will Do Nicely (#1.25)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Abra-Cadaver (#1.28)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Alimony League (#6.16)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {The Common Denominator (#3.31)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Nightmare (#4.40)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Our Man in Switzerland (#5.33)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {A Nice Social Evening (#1.3)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Flight from Escondido (#4.35)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Sierra (#2.34)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {The Grandma Caper (#1.26)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Inverness Cape Caper (#4.4)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {The Bridal Trail Caper (#4.20)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Legend of Crystal Dart (#2.28)}, USA,34.1484385,-118.3391958
"77 Sunset Strip"  {Strange Bedfellows (#3.23)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Honey from the Bee (#1.27)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {The Antwerp Caper (#3.12)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Target Island (#5.26)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Eyewitness (#1.19)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Brass Ring Caper (#4.21)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Sing Something Simple (#2.6)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {5: Part 4 (#6.4)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Crash Out! (#5.17)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Heartbeat Caper (#5.30)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Lovers' Lane (#6.15)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {The Checkmate Caper (#5.35)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Crash Out! (#5.17)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Condor's Lair (#2.20)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Perfect Setup (#2.33)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Antwerp Caper (#3.12)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Leap My Lovely (#5.2)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {The Fix (#2.27)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Bridal Trail Caper (#4.20)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Six Superior Skirts (#2.3)}, USA,34.1484385,-118.3391958
"77 Sunset Strip"  {The Celluloid Cowboy (#3.33)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {The Double Death of Benny Markham (#3.11)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Perfect Setup (#2.33)}, USA,34.1484385,-118.3391958
"77 Sunset Strip"  {Lady in the Sun (#5.32)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {5: The Conclusion (#6.5)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Not an Enemy in the World (#1.14)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Hot Tamale Caper: Part I (#3.37)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Scream Softly Dear (#5.15)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Hit and Run (#1.13)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Lady in the Sun (#5.32)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Not Such a Simple Knot (#6.17)}, USA,34.1475474,-118.3390296
"77 Sunset Strip"  {Deposit with Caution (#6.10)}, USA,34.1519315,-118.3365354
"77 Sunset Strip"  {Hot Tamale Caper: Part II (#3.38)}, USA,34.1484321,-118.3398905
"77 Sunset Strip"  {Falling Stars (#5.13)}, USA,34.1519315,-118.3365354
