film,country,lat,long
"Barnaby Jones"  {The Deadly Charade (#5.12)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {A Desperate Pursuit (#8.4)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {To Denise with Love and Murder (#1.11)}, USA,34.0902669,-118.3463724
"Alguien como usted"  {(#1.7)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {The Bounty Hunter (#5.8)}, USA,34.0902669,-118.3463724
"Alguien como usted"  {(#1.4)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Stand-In for Death (#2.9)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Friends Till Death (#2.19)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Copy-Cat Killing (#5.14)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Marathon Murders (#5.16)}, USA,33.9711806,-118.4530328
"Barnaby Jones"  {Voice in the Night (#5.7)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {A Little Glory a Little Death (#1.12)}, USA,34.0943963,-118.3763403
"Barnaby Jones"  {Silent Vendetta (#4.18)}, USA,34.0907298,-118.3324549
"Cacho de la esquina"  {(#1.16)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {To Catch a Dead Man (#1.2)}, USA,34.1095941,-118.7881319
"Barnaby Jones"  {Venus as in Flytrap (#2.14)}, USA,34.0902669,-118.3463724
"BBC2 Playhouse"  {How Many Miles to Babylon? (#8.14)}, Ireland,52.8031395,-6.4678252
"Armchair Cinema"  {Regan (#1.2)}, UK,51.500053,-0.1279772
"Barnaby Jones"  {The Fatal Dive (#5.4)}, USA,34.0902669,-118.3463724
"Alguien como vos"  {(#1.7)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Blind Terror (#2.1)}, USA,34.0522342,-118.2436849
"Cacho de la esquina"  {(#1.13)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Fatal Flight (#2.12)}, USA,34.0522342,-118.2436849
"Billy Liar" , UK,51.5030065,-0.1075271
"Chase" , USA,34.13811680000001,-118.3533783
"Corrientes y Marrone... la esquina de la revista"  {(#1.2)}, Argentina,-34.6036844,-58.3815591
"Alguien como usted"  {(#1.15)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Portrait of Evil (#4.14)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {A Desperate Pursuit (#8.4)}, USA,34.066403,-118.28245
"Barnaby Jones"  {A Simple Case of Terror (#5.15)}, USA,34.0902669,-118.3463724
"Cacho de la esquina"  {(#1.6)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Death on Deposit (#3.11)}, USA,34.353291,-119.0625899
"Brown's Towns"  {Swindon (#1.4)}, UK,51.55577390000001,-1.7797176
"Alguien como vos"  {(#1.10)}, Argentina,-34.6036844,-58.3815591
"Alguien como usted"  {(#1.8)}, Argentina,-34.6036844,-58.3815591
"An American Family" , USA,40.7738198,-73.9708181
"Barnaby Jones"  {The Captives (#6.8)}, USA,34.0902669,-118.3463724
"Czarne chmury" , Poland,51.2464536,22.5684463
"Day at Night"  {Hermione Gingold}, USA,40.7127753,-74.0059728
"Alguien como usted" , Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Yesterday's Terror (#6.4)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Wipeout (#4.22)}, USA,34.0328975,-118.6964068
"Cartas sin destino" ,Mexico,23.634501,-102.552784
"Brown's Towns"  {(#1.3)}, UK,52.3555177,-1.1743197
"Barnaby Jones"  {Doomed Alibi (#3.20)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Shadow of Guilt (#4.19)}, USA,34.0902669,-118.3463724
"Cacho de la esquina"  {(#1.7)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Run Away to Terror (#5.24)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Murdering Class (#1.4)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Murder in the Key of C (#8.16)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Bond of Fear (#3.24)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Killer on Campus (#5.20)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Programmed for Killing (#2.17)}, USA,34.0522342,-118.2436849
"Barnaby Jones"  {The Platinum Connection (#2.16)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Divorce - Murderer's Style (#2.7)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Counterfall (#3.16)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Black Art of Dying (#2.10)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Dead Man's Run (#3.2)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Deadly Conspiracy: Part 2 (#4.1)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Day of the Viper (#2.4)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Dead Heat (#4.15)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Killing Defense (#2.11)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Murder-Go-Round (#1.10)}, USA,34.4152743,-118.7939824
"Barnaby Jones"  {Death Beat (#6.1)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Coronado Triangle (#6.22)}, USA,33.9936153,-118.4799099
"Cacho de la esquina"  {(#1.10)}, Argentina,-34.6036844,-58.3815591
"Armchair Cinema"  {Regan (#1.2)}, UK,51.4478901,-0.0689349
"Barnaby Jones"  {A Frame for Murder (#7.7)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Circle of Treachery (#5.18)}, USA,34.138379,-118.365772
"8 x 1 in Noten" , Germany,52.464429,13.410747
"Barnaby Jones"  {Final Ransom (#5.5)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Prisoner of Deceit (#6.12)}, USA,34.0902669,-118.3463724
"Czarne chmury" , Poland,50.0342265,19.8776871
"Doc Elliot"  {Survival (#1.11)}, USA,34.1519315,-118.3365354
"Barnaby Jones"  {Homecoming for a Dead Man (#8.8)}, USA,34.0902669,-118.3463724
"Cacho de la esquina"  {(#1.8)}, Argentina,-34.6036844,-58.3815591
"Alguien como usted"  {(#1.14)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Anatomy of Fear (#5.19)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {The Final Burial (#4.13)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Day of the Viper (#2.4)}, USA,34.0522342,-118.2436849
"Barnaby Jones"  {The Killing Defense (#2.11)}, USA,34.0522342,-118.2436849
"Chase"  {Vacation for a President (#1.17)}, USA,34.13811680000001,-118.3533783
"Barnaby Jones"  {Image in a Cracked Mirror (#2.23)}, USA,33.9415889,-118.40853
"Armchair Cinema"  {The Prison (#1.1)}, France,48.856614,2.3522219
"Der Bastian" , Germany,48.1351253,11.5819805
"An American Family" , France,48.856614,2.3522219
"Armchair Cinema"  {Regan (#1.2)}, UK,51.5105977,-0.129599
"Barnaby Jones"  {To Catch a Dead Man (#1.2)}, USA,33.979013,-118.4563378
"Chase"  {A Bit of Class (#1.11)}, USA,34.13811680000001,-118.3533783
"Barnaby Jones"  {The Deadly Prize (#2.8)}, USA,34.0522342,-118.2436849
"Doc Elliot"  {A Time to Grow (#1.9)}, USA,34.1519315,-118.3365354
"Barnaby Jones"  {Woman in the Shadows (#2.22)}, USA,34.0522342,-118.2436849
"Chase"  {Out of Gas (#1.19)}, USA,34.13811680000001,-118.3533783
"Alguien como usted"  {(#1.18)}, Argentina,-34.6036844,-58.3815591
"Adam's Rib"  {Danish Pastry (#1.3)}, USA,34.0160487,-118.4037798
"An American Family" , USA,36.4072485,-105.5730665
"Barnaby Jones"  {Echo of a Distant Battle: Part 1 (#7.14)}, USA,34.0902669,-118.3463724
"Cacho de la esquina"  {(#1.18)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Double Vengeance (#4.8)}, USA,34.0902669,-118.3463724
"Doc Elliot"  {The Gold Mine (#1.10)}, USA,34.1519315,-118.3365354
"Barnaby Jones"  {Final Judgment: Part 2 (#6.19)}, USA,34.0902669,-118.3463724
"Doc Elliot"  {No Place to Go (#1.4)}, USA,34.1519315,-118.3365354
"Barnaby Jones"  {Conspiracy of Terror (#3.4)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Man on Fire (#8.1)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Cry for Vengeance (#8.11)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Master of Deception (#7.20)}, USA,34.3235718,-118.4167895
"Barnaby Jones"  {Shadow of Fear (#6.10)}, USA,34.4155847,-118.7942484
"Chase"  {Hot Beef (#1.18)}, USA,34.13811680000001,-118.3533783
"Barnaby Jones"  {The Killing Point (#8.14)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Dark Legacy (#2.21)}, USA,34.0522342,-118.2436849
"Barnaby Jones"  {Trial Run for Death (#2.5)}, USA,34.0902669,-118.3463724
"Barnaby Jones"  {Anatomy of Fear (#5.19)}, USA,34.0671535,-118.3345746
"Barnaby Jones"  {A Short Happy Life (#7.21)}, USA,34.1983122,-118.3574036
"Barnaby Jones"  {Shadow of Fear (#6.10)}, USA,34.0902669,-118.3463724
"Adivine mi chamba" , Mexico,19.4326077,-99.133208
"Chase"  {The Scene Stealers (#1.6)}, USA,34.13811680000001,-118.3533783
"Cacho de la esquina"  {(#1.11)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {Deadly Homecoming (#6.13)}, USA,34.0902669,-118.3463724
"Alguien como vos"  {(#1.4)}, Argentina,-34.6036844,-58.3815591
"Barnaby Jones"  {A Little Glory a Little Death (#1.12)}, USA,34.0902669,-118.3463724
"Barnaby Jones" , USA,34.1456176,-118.1456357
"Adam's Rib"  {The Unwritten Law: Part 1 (#1.5)}, USA,34.0160487,-118.4037798
"Barnaby Jones"  {Time to Kill (#3.10)}, USA,34.0902669,-118.3463724
"Day at Night"  {Ray Bradbury}, USA,34.0522342,-118.2436849
"Czarne chmury" , Poland,51.7592485,19.4559833
